"id","country","fact_number","fact"
"1122","Gabon","2","About 88% of its land is covered by dense rainforest, a vital part of the Congo Basin."
"1123","Gabon","3","It has a tradition of creating intricate masks and statues for religious ceremonies."
"1124","Gabon","4","It has one of the highest Human Development Index scores in Africa, driven by oil revenues."
"1125","Gabon","5","It boasts one of the most stable political environments in Africa."
"1126","Gabon","6","With a population of about 2.5 million, it is one of the least densely populated countries in Africa."
"1127","Gabon","7","French is the official language, a legacy of its colonial past."
"1128","Gabon","8","Its economy is heavily dependent on oil exports and timber."
"1129","Gabon","9","It is known for its stunning wildlife, including forest elephants and hippos."
"1130","Gabon","10","It is located in Central Africa, bordered by Equatorial Guinea, Cameroon, and the Republic of the Congo."
"1131","Gambia","1","Its national park is the only place in the world where you can see the African manatee."
"1132","Gambia","2","It is the smallest country on mainland Africa."
"1133","Gambia","3","It gained independence from the United Kingdom in 1965."
"1134","Gambia","4","A unique dish, 'domoda,' is a peanut-based stew that is a staple of its cuisine."
"1135","Gambia","5","It’s known for a tradition of griots, who are storytellers and oral historians."
"1136","Gambia","6","Its economy is based on tourism and groundnut exports."
"1137","Gambia","7","With a population of about 2.5 million people, it is one of the more densely populated countries in Africa."
"1138","Gambia","8","English is the official language, with local languages like Mandinka and Wolof also spoken."
"1139","Gambia","9","It is surrounded on three sides by one other country."
"1140","Gambia","10","It is located in West Africa, with a coastline on the Atlantic Ocean."
"1141","Ghana","1","It was the first sub-Saharan African country to gain independence from colonial rule, in 1957."
"1142","Ghana","2","Its national emblem features an eagle and a five-pointed star, symbolizing national unity and hope."
"1143","Ghana","3","It is a major producer of cocoa, contributing significantly to global supply."
"1144","Ghana","4","It hosts one of the largest man-made lakes in the world."
"1145","Ghana","5","Its textile industry is famous for producing vibrant fabrics with symbolic designs."
"1146","Ghana","6","With over 32 million people, it is one of the most populous countries in West Africa."
"1147","Ghana","7","It is known for its hospitality and warm, friendly people."
"1148","Ghana","8","English is the official language, with local languages like Twi and Ga also widely spoken."
"1149","Ghana","9","Its economy is driven by gold, cocoa, and oil."
"1150","Ghana","10","It is located in West Africa, bordering Côte d’Ivoire, Burkina Faso, and Togo."
"1151","Liechtenstein","1","A local company helped NASA’s Apollo 11 mission by creating a protective rocket coating, earning moon rocks as a gift."
"1152","Liechtenstein","2","It’s a major producer of frozen pizzas, supplying a significant share of a neighbouring country’s market."
"1153","Liechtenstein","3","It’s one of only two countries globally that are double landlocked, surrounded by landlocked nations."
"1154","Liechtenstein","4","It leads the world in denture production, an unexpected industry for its size."
"1155","Liechtenstein","5","It has no standing army, relying on a neighbour for defense."
"1156","Liechtenstein","6","Its crime rate is so low that the last murder occurred over 20 years ago, and many residents don’t lock their doors."
"1157","Liechtenstein","7","It uses a neighbouring country’s currency, reflecting close economic ties."
"1158","Liechtenstein","8","It boasts one of the highest GDP per capita globally, showcasing its wealth."
"1159","Liechtenstein","9","With about 40,000 people, it’s one of the least populous countries."
"1160","Liechtenstein","10","It’s nestled in Central Europe, between two neutral, prosperous nations."
"1161","Lithuania","1","It has more basketball courts per capita than almost any other country, with the sport being a national obsession."
"1162","Lithuania","2","Ancient hillforts from the Iron Age dot its landscape, used for defense and gatherings."
"1163","Lithuania","3","It was the first to break away from the Soviet Union in 1990, sparking regional independence movements."
"1164","Lithuania","4","It’s a global leader in amber production, with deposits mined for centuries."
"1165","Lithuania","5","Its language is one of the oldest living Indo-European languages, preserving ancient linguistic roots."
"1166","Lithuania","6","It was under Soviet control for nearly 50 years, leaving behind bunkers and other relics."
"1167","Lithuania","7","Its Baltic Sea coastline features pristine beaches and dunes."
"1168","Lithuania","8","With around 2.8 million people, it’s a smaller Baltic nation with a rich heritage."
"1169","Lithuania","9","It’s known for hearty dishes like cepelinai, potato dumplings stuffed with meat or cheese."
"1170","Lithuania","10","It’s in Northern Europe, bordered by Latvia, Belarus, and Poland."
"1171","Luxembourg","1","It was once one of Europe’s most fortified regions, with underground tunnels built over centuries."
"1172","Luxembourg","2","It has the world’s highest GDP per capita, driven by its financial sector."
"1173","Luxembourg","3","Three languages—French, German, and a local dialect—are officially recognized."
"1174","Luxembourg","4","It was a major iron ore producer in the 19th century, fueling industrial growth."
"1175","Luxembourg","5","Its Moselle Valley produces high-quality wines, despite its small size."
"1176","Luxembourg","6","It hosts key European Union institutions, making it a hub for European governance."
"1177","Luxembourg","7","Covering just 2,586 square kilometers, it’s one of Europe’s smallest countries."
"1178","Luxembourg","8","It’s a global leader in private banking, with more banks per capita than anywhere else."
"1179","Luxembourg","9","With about 630,000 people, it has a diverse, expatriate-heavy population."
"1180","Luxembourg","10","It’s in Western Europe, bordered by Belgium, Germany, and France."
"1181","Malta","1","It was the base of a medieval military order that built forts and palaces."
"1182","Malta","2","Its ancient temples, dating back to 3600 BC, are among the world’s oldest free-standing structures."
"1183","Malta","3","You drive on the left, even though it’s not part of the Commonwealth anymore."
"1184","Malta","4","Its clear waters and shipwrecks make it a top scuba diving destination."
"1185","Malta","5","It has been a strategic naval base for centuries, coveted by empires."
"1186","Malta","6","Rabbits are so common in cuisine that there’s a national dish based on them."
"1187","Malta","7","Covering 316 square kilometers, it’s one of Europe’s smallest countries."
"1188","Malta","8","Tourism drives its economy, with visitors flocking to its beaches and historic sites."
"1189","Malta","9","With around 515,000 people, it’s one of Europe’s most densely populated nations."
"1190","Malta","10","It’s in the Mediterranean Sea, south of Italy and east of Tunisia."
"1191","Moldova","1","It’s one of the least visited countries in Europe"
"1192","Moldova","2","It has Europe’s deepest cave, plunging over 2,000 meters underground."
"1193","Moldova","3","It was part of the Soviet Union until 1991, with lingering Soviet-era influences."
"1194","Moldova","4","A breakaway region operates independently with its own currency, unrecognized globally."
"1195","Moldova","5","It’s famous for a strong plum brandy, a staple at celebrations."
"1196","Moldova","6","It’s landlocked, surrounded by Romania and Ukraine."
"1197","Moldova","7","Its national folk dance, the “Hora,” is performed in massive community circles."
"1198","Moldova","8","With around 2.6 million people, it’s one of Eastern Europe’s smaller nations."
"1199","Moldova","9","Most of its population follows Eastern Orthodox Christianity."
"1200","Moldova","10","It’s in Eastern Europe, between Romania and Ukraine."
"1201","Monaco","1","Its military is the world’s smallest, with just 120 personnel in its Carabinieri."
"1202","Monaco","2","Its iconic casino, opened in 1863, was once Europe’s only legal gambling house."
"1203","Monaco","3","It has no income tax, attracting wealthy residents and celebrities."
"1204","Monaco","4","It has the highest car density globally, with over 700 vehicles per square kilometer."
"1205","Monaco","5","Its harbour hosts some of the world’s most luxurious yachts."
"1206","Monaco","6","Medieval fortifications still stand, built to fend off invasions."
"1207","Monaco","7","Covering just 2.02 square kilometers, it’s the second-smallest country globally."
"1208","Monaco","8","It has one of the highest GDP per capita, driven by tourism and banking."
"1209","Monaco","9","With about 39,000 people, it’s one of the least populous countries."
"1210","Monaco","10","It’s on the French Riviera, bordered by France and the Mediterranean Sea."
"1211","Montenegro","1","Its Adriatic coastline is one of Europe’s most biodiverse, with unique marine life."
"1212","Montenegro","2","It claims Europe’s oldest olive tree, over 2,000 years old."
"1213","Montenegro","3","Over 80% of its land is mountainous, dominated by the Dinaric Alps."
"1214","Montenegro","4","Its fjord-like bay is often compared to Norway’s dramatic landscapes."
"1215","Montenegro","5","It gained independence in 2006, making it one of Europe’s newest nations."
"1216","Montenegro","6","Its cuisine features hearty dishes like grilled minced meat and smoked ham."
"1217","Montenegro","7","Most of its population follows Eastern Orthodox Christianity."
"1218","Montenegro","8","The country uses the euro, but it’s not in the EU."
"1219","Montenegro","9","With around 620,000 people, it’s one of Southeastern Europe’s smaller nations."
"1220","Montenegro","10","It’s in Southeastern Europe, bordered by Serbia, Bosnia, Albania, and Croatia."
"1221","Netherlands","1","In the 17th century, it saw an economic bubble where tulip bulbs sold for more than houses."
"1222","Netherlands","2","It has more bicycles than people, with over 22 million bikes for 17.5 million residents."
"1223","Netherlands","3","Its massive flood protection system is one of the world’s largest engineering feats."
"1224","Netherlands","4","It founded the first multinational corporation in the 17th century, trading globally."
"1225","Netherlands","5","Its coffee shops legally sell cannabis under strict regulations."
"1226","Netherlands","6","Iconic windmills were once used for drainage and milling."
"1227","Netherlands","7","It has Europe’s lowest point, 7 meters below sea level."
"1228","Netherlands","8","Its cities are crisscrossed by canals, used for transport for centuries."
"1229","Netherlands","9","People there are among the tallest in the world, on average."
"1230","Netherlands","10","It’s in Western Europe, bordered by Germany, Belgium, and the North Sea."
"1231","North Macedonia","1","The flag used to have a controversial symbol that had to be changed due to international pressure."
"1232","North Macedonia","2","It shares one of Europe’s oldest and deepest lakes, known for unique biodiversity."
"1233","North Macedonia","3","Two saints from this region created an alphabet used by many Slavic languages."
"1234","North Macedonia","4","Over 80% of its land is mountainous, with rugged peaks forming natural borders."
"1235","North Macedonia","5","Traditional food includes stuffed peppers, ajvar, and a cheesy pie called “burek.”"
"1236","North Macedonia","6","It changed its name in 2019 to resolve a long-standing dispute with a southern neighbour."
"1237","North Macedonia","7","Most of its population follows Eastern Orthodox Christianity."
"1238","North Macedonia","8","Tourism is growing, with visitors drawn to its lakes and historic sites."
"1239","North Macedonia","9","With around 2.1 million people, it’s one of Southeastern Europe’s smaller nations."
"1240","North Macedonia","10","It’s in Southeastern Europe, bordered by Serbia, Kosovo, Albania, Greece, and Bulgaria."
"1241","Norway","1","Its dramatic fjords, carved by glaciers, are among the world’s most stunning landscapes."
"1242","Norway","2","It was a hub of Viking culture, with sagas and artifacts still celebrated today."
"1243","Norway","3","It’s one of the best places to view the Northern Lights in winter."
"1244","Norway","4","Its wealth comes largely from North Sea oil and gas reserves."
"1245","Norway","5","The indigenous Sami people are known for reindeer herding and unique crafts."
"1246","Norway","6","Its folklore is filled with tales of trolls living in mountains and forests."
"1247","Norway","7","Much of its northern territory lies within the Arctic Circle, with summer midnight sun."
"1248","Norway","8","It’s a skiing paradise, with resorts hosting major global events."
"1249","Norway","9","With around 5.5 million people, it has a small but prosperous population."
"1250","Norway","10","It’s in Northern Europe, bordered by Sweden, Finland, Russia, and the Norwegian Sea."
"1251","Saudi Arabia","1","It is home to the largest oil field in the world, operational since 1948."
"1252","Saudi Arabia","2","It hosts an annual camel beauty contest judging animals on appearance and poise."
"1253","Saudi Arabia","3","It is the birthplace of a major world religion, hosting its two holiest sites."
"1254","Saudi Arabia","4","The world’s largest sand desert dominates its landscape with towering dunes."
"1255","Saudi Arabia","5","It leads global oil exports, shaping international energy prices."
"1256","Saudi Arabia","6","A futuristic city project includes one of the tallest buildings ever planned."
"1257","Saudi Arabia","7","Millions visit yearly for a significant religious pilgrimage."
"1258","Saudi Arabia","8","A traditional dish features whole lamb cooked over spiced rice."
"1259","Saudi Arabia","9","It hosts high-profile sports events, like Formula 1 races and boxing."
"1260","Saudi Arabia","10","It is in the Middle East, bordered by the Persian Gulf and Red Sea."
"1261","Singapore","1","It has the world’s highest population density, packing thousands into a tiny area."
"1262","Singapore","2","A local dialect blends Malay, Chinese, and English, reflecting diverse heritage."
"1263","Singapore","3","Once a British colony, it joined another nation before independence in 1965."
"1264","Singapore","4","Despite no natural resources, it boasts one of the highest per capita GDPs."
"1265","Singapore","5","Its port is among the busiest worldwide, a key trade node."
"1266","Singapore","6","A futuristic garden with a giant greenhouse draws millions."
"1267","Singapore","7","Street food like chicken rice and chili crab is globally celebrated."
"1268","Singapore","8","It hosts a thrilling Formula 1 night race."
"1269","Singapore","9","Known for strict laws, like gum bans, it’s a model of order."
"1270","Singapore","10","It is in Southeast Asia, near the equator, with a tropical climate."
"1271","South Korea","1","It leads the world in per capita plastic surgery."
"1272","South Korea","2","Traditional tea ceremonies involve intricate rituals."
"1273","South Korea","3","A mid-20th-century war split it from its northern neighbor."
"1274","South Korea","4","A heavily fortified border zone is one of the world’s most secure."
"1275","South Korea","5","It’s a top exporter of electronics, cars, and ships."
"1276","South Korea","6","A towering skyscraper in its capital ranks among the tallest."
"1277","South Korea","7","Fermented dishes like kimchi are daily staples."
"1278","South Korea","8","It excels in Olympic archery and taekwondo."
"1279","South Korea","9","Its K-pop and K-dramas have a massive global fanbase."
"1280","South Korea","10","It is in East Asia, bordered by the Yellow Sea and Sea of Japan."
"1281","Sri Lanka","1","It boasts South Asia’s highest literacy rate, over 92%."
"1282","Sri Lanka","2","A unique martial art mixes combat with dance and acrobatics."
"1283","Sri Lanka","3","Ancient Silk Road traders left diverse cultural influences."
"1284","Sri Lanka","4","Its island landscapes range from beaches to rainforests."
"1285","Sri Lanka","5","It’s a leading exporter of high-quality tea."
"1286","Sri Lanka","6","Ancient rock fortresses showcase historical grandeur."
"1287","Sri Lanka","7","Spicy curries and rice-flour pancakes define its cuisine."
"1288","Sri Lanka","8","Cricket is a national obsession with competitive teams."
"1289","Sri Lanka","9","It’s famed for stunning beaches and Buddhist heritage."
"1290","Sri Lanka","10","It is in South Asia, off India’s southeastern coast."
"1291","Syria","1","One of its cities, inhabited for over 8,000 years, is among the oldest."
"1292","Syria","2","Its ancient ruins feature some of the finest mosaics."
"1293","Syria","3","It was ruled by Roman, Byzantine, and Ottoman empires."
"1294","Syria","4","Its terrain spans fertile plains to arid deserts."
"1295","Syria","5","Oil and gas reserves are significant, though disrupted."
"1296","Syria","6","Ancient citadels and mosques reflect historical richness."
"1297","Syria","7","Dishes like shawarma and falafel are regional favorites."
"1298","Syria","8","The region’s traditional weaving style is called “brocade” and was sought by royalty."
"1299","Syria","9","It’s known as a historical crossroads, now marked by conflict."
"1300","Syria","10","It is in the Middle East, bordered by Turkey, Iraq, Jordan, Lebanon, and Israel."
"1301","Tajikistan","1","It has the highest glacier coverage outside polar regions."
"1302","Tajikistan","2","Traditional music features stringed instruments like rubab."
"1303","Tajikistan","3","Ancient Silk Road routes shaped its trade history."
"1304","Tajikistan","4","Over 90% of its land is mountainous, a trekker’s haven."
"1305","Tajikistan","5","It produces significant cotton and aluminum."
"1306","Tajikistan","6","Ancient fortresses and petroglyphs date back millennia."
"1307","Tajikistan","7","Dishes like pilaf and grilled meat are staples."
"1308","Tajikistan","8","Wrestling, especially kurash, is widely practiced."
"1309","Tajikistan","9","It’s associated with rugged terrain and nomadic lifestyles."
"1310","Tajikistan","10","It is in Central Asia, bordered by Uzbekistan, Kyrgyzstan, China, and Afghanistan."
"1311","Thailand","1","It’s the only Southeast Asian country never colonized by Europeans."
"1312","Thailand","2","Traditional dance dramas feature elaborate costumes."
"1313","Thailand","3","It played a key role in ancient Southeast Asian trade."
"1314","Thailand","4","Its landscapes range from beaches to mountains."
"1315","Thailand","5","It’s a top rice exporter with robust manufacturing."
"1316","Thailand","6","Magnificent temples are architectural icons."
"1317","Thailand","7","Its cuisine, with tom yum goong and green curry, is globally beloved."
"1318","Thailand","8","Muay Thai is the national sport and cultural martial art."
"1319","Thailand","9","It’s known for vibrant nightlife and warm hospitality."
"1320","Thailand","10","It is in Southeast Asia, bordered by Myanmar, Laos, Cambodia, and Malaysia."
"1321","Turkey","1","It spans two continents, a unique geographical position."
"1322","Turkey","2","Traditional carpet weaving produces centuries-old designs."
"1323","Turkey","3","It was the heart of a major historical empire."
"1324","Turkey","4","Its terrain includes Black Sea coasts and high plateaus."
"1325","Turkey","5","It’s a major producer of textiles, cars, and electronics."
"1326","Turkey","6","Grand historical sites draw millions of visitors."
"1327","Turkey","7","Its cuisine features kebabs, mezes, and baklava."
"1328","Turkey","8","Football is a national passion with competitive clubs."
"1329","Turkey","9","It’s known for history, hospitality, and strategic location."
"1330","Turkey","10","It is in the Middle East and Europe, bordered by eight countries."
"1331","Turkmenistan","1","A natural gas field has burned since 1903, dubbed a “door to hell.”"
"1332","Turkmenistan","2","Traditional music uses instruments like the dutar."
"1333","Turkmenistan","3","Ancient Silk Road caravans shaped its trade routes."
"1334","Turkmenistan","4","Vast deserts dominate its landlocked landscape."
"1335","Turkmenistan","5","It’s a major natural gas producer with vast reserves."
"1336","Turkmenistan","6","Modern architecture includes grand arches and statues."
"1337","Turkmenistan","7","Dishes like pilaf and dumplings are favorites."
"1338","Turkmenistan","8","Horse racing, including traditional games, is cultural."
"1339","Turkmenistan","9","It’s associated with authoritarian rule and isolation."
"1340","Turkmenistan","10","It is in Central Asia, bordered by Kazakhstan, Uzbekistan, Afghanistan, and Iran."
"1341","United Arab Emirates","1","It has the world’s tallest building, a modern marvel."
"1342","United Arab Emirates","2","Traditional falconry is a cherished cultural practice."
"1343","United Arab Emirates","3","Once fishing villages, it transformed with oil discoveries."
"1344","United Arab Emirates","4","Its landscapes range from Gulf coasts to vast deserts."
"1345","United Arab Emirates","5","It’s a global hub for trade, finance, and tourism."
"1346","United Arab Emirates","6","There are air-conditioned bus stops even in the middle of the desert."
"1347","United Arab Emirates","7","Its cuisine includes spiced rice and wheat porridge."
"1348","United Arab Emirates","8","It has ATMs that dispense gold instead of cash."
"1349","United Arab Emirates","9","The police drive luxury supercars as part of their fleet."
"1350","United Arab Emirates","10","It is in the Middle East, on the Persian Gulf, bordered by Oman and Saudi Arabia."
"1351","Uzbekistan","1","It has over 1,000 ancient cities, a historical treasure."
"1352","Uzbekistan","2","Traditional silk production and embroidery are cultural arts."
"1353","Uzbekistan","3","It was a major Silk Road hub with thriving trade centers."
"1354","Uzbekistan","4","Its landlocked terrain includes deserts and mountains."
"1355","Uzbekistan","5","It produces cotton, gold, and natural gas in abundance."
"1356","Uzbekistan","6","Stunning Islamic architecture features grand madrasas."
"1357","Uzbekistan","7","Dishes like pilaf and flatbread are culinary staples."
"1358","Uzbekistan","8","Wrestling, especially kurash, is a popular sport."
"1359","Uzbekistan","9","It’s known for ancient history and traditional crafts."
"1360","Uzbekistan","10","It is in Central Asia, bordered by Kazakhstan, Turkmenistan, Afghanistan, Tajikistan, and Kyrgyzstan."
"1361","Vietnam","1","It has the world’s largest cave, vast enough for city blocks."
"1362","Vietnam","2","Traditional water puppet theater is a unique art form."
"1363","Vietnam","3","A 20th-century war had profound global impacts."
"1364","Vietnam","4","The country has its own martial art form that emphasizes fluid movements and defense."
"1365","Vietnam","5","It is home to 54 different ethnic groups"
"1366","Vietnam","6","Motorbikes outnumber people in major cities."
"1367","Vietnam","7","Its cuisine, with pho and banh mi, is globally beloved."
"1368","Vietnam","8","The local coffee is made with egg yolk or condensed milk."
"1369","Vietnam","9","Nguyen is the most popular surname in that country."
"1370","Vietnam","10","It is in Southeast Asia, bordered by China, Laos, and Cambodia."
"1371","Yemen","1","It has one of the world’s oldest dams, built in the 1st century AD."
"1372","Yemen","2","It is the birthplace of the Mocha coffee flavour"
"1373","Yemen","3","Ancient trade routes for frankincense shaped its history."
"1374","Yemen","4","It is home to an unusual species of tree called the dragon's blood tree"
"1375","Yemen","5","Oil and gas reserves are significant, though disrupted."
"1376","Yemen","6","Ancient cities feature mud-brick towers."
"1377","Yemen","7","Its cuisine includes stews and spiced rice dishes."
"1378","Yemen","8","It was once divided into 2 sides, the northern side ruled by the Ottoman Empire and the southern side ruled by the British Empire"
"1379","Yemen","9","The third hungriest country in the world according to a 2023 report from the Global Hunger Index"
"1380","Yemen","10","It is in the Middle East, bordered by Saudi Arabia and Oman."
