"id","country","fact_number","fact"
"477","Brazil","7","It is a major producer of coffee, soybeans, and iron ore."
"478","Brazil","8","It gained independence from Portugal in 1822 and became a republic in 1889."
"479","Brazil","9","It is home to a famous statue of Christ in its second-largest city, one of the New Seven Wonders of the World."
"480","Brazil","10","With over 213 million people, it is the most populous country in South America."
"481","Canada","1","This country has the longest coastline in the world, measuring over 243,000 kilometers."
"482","Canada","2","It has more lakes than any other country in the world, containing 20% of the world’s freshwater."
"483","Canada","3","It is the second-largest country in the world by total area."
"484","Canada","4","It has the longest undefended border in the world, shared with its southern neighbor."
"485","Canada","5","It is known for its poutine, a dish of french fries, cheese curds, and gravy."
"486","Canada","6","Its capital city is Ottawa, known for its Rideau Canal, a UNESCO World Heritage Site."
"487","Canada","7","It has two official languages: English and French."
"488","Canada","8","It is a constitutional monarchy with Queen Elizabeth II as its head of state."
"489","Canada","9","It is known for its politeness, with ""sorry"" being a common expression."
"490","Canada","10","It is bordered by three oceans: the Atlantic, Arctic, and Pacific."
"491","Chile","1","This country is the longest and narrowest country in the world, stretching over 4,300 kilometers."
"492","Chile","2","It has the driest desert in the world, with some areas never recording rainfall."
"493","Chile","3","It is home to the world’s largest swimming pool, measuring over one kilometer in length."
"494","Chile","4","It has over 2,000 volcanoes, with many still active."
"495","Chile","5","It is the world’s leading producer of copper."
"496","Chile","6","Its capital city is located in a valley surrounded by the Andes Mountains."
"497","Chile","7","It has a diverse climate, from arid deserts in the north to alpine tundras in the south."
"498","Chile","8","It is known for its wine industry, with many vineyards in the central region."
"499","Chile","9","It gained independence from Spain in 1818 after a long struggle."
"500","Chile","10","It is located in South America, bordered by Peru, Bolivia, and Argentina."
"501","Colombia","1","This country is the only one in South America with coastlines on both the Pacific Ocean and the Caribbean Sea."
"502","Colombia","2","It is the world’s leading producer of emeralds, accounting for over 70% of the global supply."
"503","Colombia","3","It is the second-most biodiverse country in the world, with a vast array of flora and fauna."
"504","Colombia","4","It is home to the highest coastal mountain range in the world, rising directly from the sea."
"505","Colombia","5","It is known for its coffee, with high-quality beans grown in its mountainous regions."
"506","Colombia","6","Its capital city is located in the Andes Mountains, at an altitude of over 2,600 meters."
"507","Colombia","7","It has a rich cultural heritage, with influences from indigenous, Spanish, and African traditions."
"508","Colombia","8","It gained independence from Spain in 1810, becoming one of the first South American nations to do so."
"509","Colombia","9","It is the third-most populous country in Latin America, with over 51 million people."
"510","Colombia","10","It is located in the northwestern part of South America, bordering five countries."
"511","Costa Rica","1","This country has no standing army; it abolished its military in 1948."
"512","Costa Rica","2","It is one of the most biodiverse countries in the world, home to 5% of the world’s biodiversity."
"513","Costa Rica","3","It generates almost 100% of its electricity from renewable sources."
"514","Costa Rica","4","It is known for its ""Pura Vida"" philosophy, meaning ""pure life"" or ""simple life."""
"515","Costa Rica","5","It is a popular destination for ecotourism, with many national parks and protected areas."
"516","Costa Rica","6","Its capital city is located in the Central Valley, surrounded by volcanoes and rainforests."
"517","Costa Rica","7","It has a high literacy rate, with over 97% of its population able to read and write."
"518","Costa Rica","8","It is home to a unique type of cloud forest, where mist and clouds cover the canopy."
"519","Costa Rica","9","It is located in Central America, bordered by Nicaragua and Panama, with coastlines on both the Pacific Ocean and the Caribbean Sea."
"520","Costa Rica","10","It has a stable political system and is considered one of the most peaceful countries in the region."
"521","Cuba","1","This country has a unique dual-currency system, with two official currencies in circulation."
"522","Cuba","2","It is the largest island in the Caribbean, spanning over 110,000 square kilometers."
"523","Cuba","3","It is known for its classic American cars from the 1950s, preserved due to import restrictions."
"524","Cuba","4","It has a high literacy rate, with nearly 100% of its population able to read and write."
"525","Cuba","5","It is famous for its cigars, considered among the finest in the world."
"526","Cuba","6","Its capital city is Havana, known for its vibrant culture and colonial architecture."
"527","Cuba","7","It is a socialist state, with a one-party system led by the Communist Party of Cuba."
"528","Cuba","8","It is located in the Caribbean Sea, south of Florida, and is part of the Greater Antilles."
"529","Cuba","9","It is known for its music, including salsa and rumba, and its traditional dances."
"530","Cuba","10","It was the site of a failed invasion in 1961."
"531","Dominica","1","This country is known as the ""Nature Island"" for its lush rainforests and volcanic landscape."
"532","Dominica","2","It has the world’s second-largest boiling lake, a flooded fumarole."
"533","Dominica","3","It is one of the few countries with a significant population of indigenous people, the Kalinago."
"534","Dominica","4","It gained independence from the UK in 1978 and is a member of the Commonwealth."
"535","Dominica","5","It has a population of around 72,000, making it one of the smallest sovereign states."
"536","Dominica","6","It is located between two islands in the Lesser Antilles."
"537","Dominica","7","It is home to the longest hiking trail in the Caribbean, stretching 185 km."
"538","Dominica","8","Its capital is located on the west coast."
"539","Dominica","9","It has hot springs and geysers due to its volcanic activity, providing geothermal energy."
"540","Dominica","10","It is prone to hurricanes, with one causing significant damage in 2017."
"541","Fiji","1","This country is made up of over 300 islands, with only about one-third inhabited."
"542","Fiji","2","It is known as the ""Soft Coral Capital of the World"" due to its diverse coral reefs."
"543","Fiji","3","Water is a major export, sourced from a remote artesian aquifer on its largest island."
"544","Fiji","4","About 40% of its population is of Indian descent due to historical British colonial labor practices."
"545","Fiji","5","The two largest islands account for around 87% of the population."
"546","Fiji","6","It was originally described as having ""formidable warriors"" but now relies heavily on tourism."
"547","Fiji","7","It gained independence from a European power in 1970."
"548","Fiji","8","The official languages include English, a native language, and a Hindi dialect."
"549","Fiji","9","It has a tropical climate, with a dry season from June to September."
"550","Fiji","10","This country is located in the South Pacific, part of the Polynesian region."
"551","Kiribati","1","This country is the only one in the world that lies in all four hemispheres."
"552","Kiribati","2","It has a unique time zone, being 14 hours ahead of UTC, making it one of the first to see the new day."
"553","Kiribati","3","It is one of the lowest-lying countries in the world, making it highly vulnerable to rising sea levels."
"554","Kiribati","4","It has 33 atolls and reef islands, with only 21 of them inhabited."
"555","Kiribati","5","It is known for its traditional dancing, which often involves intricate hand movements."
"556","Kiribati","6","The official languages are English and Gilbertese."
"557","Kiribati","7","It gained independence from the United Kingdom in 1979."
"558","Kiribati","8","Its capital is on one of the atolls."
"559","Kiribati","9","It is home to the Phoenix Islands Protected Area, a UNESCO World Heritage Site."
"560","Kiribati","10","This country is located in the central Pacific Ocean, straddling the equator."
"561","Marshall Islands","1","This country consists of 29 atolls and five isolated islands."
"562","Marshall Islands","2","It was the site of extensive nuclear testing by the United States between 1946 and 1958."
"563","Marshall Islands","3","It has a unique traditional navigation system using stick charts."
"564","Marshall Islands","4","The official languages are Marshallese and English."
"565","Marshall Islands","5","It gained independence from the United States in 1986."
"566","Marshall Islands","6","Its capital is Majuro, a large atoll with a population of over 27,000."
"567","Marshall Islands","7","It is known for its vibrant marine life and coral reefs, making it a popular diving destination."
"568","Marshall Islands","8","It is highly vulnerable to climate change due to its low elevation."
"569","Marshall Islands","9","It has a population of around 59,000 people."
"570","Marshall Islands","10","This country is located in the Pacific Ocean, north of the equator."
"571","Federated States of Micronesia","1","This country is an independent sovereign island nation consisting of four states."
"572","Federated States of Micronesia","2","It is one of the most geographically dispersed countries, spread over 2.6 million sq km of ocean."
"573","Federated States of Micronesia","3","It has over 600 islands, with only about 65 of them inhabited."
"574","Federated States of Micronesia","4","The official language is English, but several indigenous languages are also spoken."
"575","Federated States of Micronesia","5","It gained independence from the United States in 1986."
"576","Federated States of Micronesia","6","Its capital is Palikir, located on Pohnpei Island."
"577","Federated States of Micronesia","7","It is known for its rich marine biodiversity and pristine coral reefs."
"578","Federated States of Micronesia","8","It has a strong cultural emphasis on traditional navigation and fishing."
"579","Federated States of Micronesia","9","It has a population of around 115,000 people."
"580","Federated States of Micronesia","10","This country is located in the western Pacific Ocean."
"581","Nauru","1","This country is the smallest republic in the world by both area and population."
"582","Nauru","2","It is the only country in the world with no official capital city."
"583","Nauru","3","It was once one of the richest countries due to its phosphate reserves, but these are now depleted."
"584","Nauru","4","It has the highest rate of obesity and type 2 diabetes in the world."
"585","Nauru","5","The official languages are Nauruan and English."
"586","Nauru","6","It gained independence from Australia in 1968."
"587","Nauru","7","It is a single island nation located in the central Pacific Ocean."
"588","Nauru","8","It has a population of around 10,000 people."
"589","Nauru","9","It is known for its phosphate rock, which was extensively mined."
"590","Nauru","10","This country is the world's smallest independent republic."
"591","Palau","1","This country is known for its Jellyfish Lake, where millions of jellyfish migrate daily."
"592","Palau","2","It has a unique culture with strong matriarchal traditions."
"593","Palau","3","It is home to over 1,300 species of fish and 700 species of coral."
"594","Palau","4","The official languages are Palauan and English, with others recognized in certain states."
"595","Palau","5","It gained independence from the United States in 1994."
"596","Palau","6","Its capital is Ngerulmud, located on the island of Babeldaob."
"597","Palau","7","It is known for its stunning limestone rock islands and clear waters."
"598","Palau","8","It has a population of around 18,000 people, making it one of the least populated countries."
"599","Palau","9","It is located in the western Pacific Ocean, part of Micronesia."
"600","Palau","10","This country has a unique marine sanctuary that bans all commercial fishing."
"601","Papua New Guinea","1","This country has the most languages spoken in the world, with over 800 indigenous languages."
"602","Papua New Guinea","2","It is one of the most culturally diverse countries, with over 1,000 distinct tribal groups."
"603","Papua New Guinea","3","It is home to the world's third-largest rainforest."
"604","Papua New Guinea","4","It has a unique traditional currency, including seashells and bird of paradise feathers."
"605","Papua New Guinea","5","It is known for its elaborate tribal rituals and festivals."
"606","Papua New Guinea","6","The official languages are Tok Pisin, Hiri Motu, and English."
"607","Papua New Guinea","7","It gained independence from Australia in 1975."
"608","Papua New Guinea","8","Its capital is Port Moresby, located on the southeastern coast."
"609","Papua New Guinea","9","It has a diverse geography, from high mountains to active volcanoes and dense rainforests."
"610","Papua New Guinea","10","This country is located in Oceania, just north of Australia."
"611","Samoa","1","This country is known for its traditional communal living system called ""fa'a Samoa"" (the Samoan Way)."
"612","Samoa","2","It is one of the few countries that drives on the left side of the road, having switched in 2009."
"613","Samoa","3","It has a unique cultural practice of traditional tattooing called ""tatau."""
"614","Samoa","4","The official languages are Samoan and English."
"615","Samoa","5","It gained independence from New Zealand in 1962."
"616","Samoa","6","Its capital is Apia, located on the island of Upolu."
"617","Samoa","7","It is known for its beautiful beaches, lush rainforests, and waterfalls."
"618","Samoa","8","It has a population of around 200,000 people."
"619","Samoa","9","It is located in the Polynesian region of the Pacific Ocean."
"620","Samoa","10","This country is prone to cyclones and tsunamis."
"621","Solomon Islands","1","This country is an archipelago of over 990 islands and atolls."
"622","Solomon Islands","2","It was the site of major World War II battles, including the Battle of Guadalcanal."
"623","Solomon Islands","3","It has a unique traditional monetary system using shell money."
"624","Solomon Islands","4","The official language is English, but Solomon Islands Pijin is widely spoken."
"625","Solomon Islands","5","It gained independence from the United Kingdom in 1978."
"626","Solomon Islands","6","Its capital is Honiara, located on the island of Guadalcanal."
"627","Solomon Islands","7","It is known for its rich biodiversity, including many endemic species."
"628","Solomon Islands","8","It has a population of around 700,000 people."
"629","Solomon Islands","9","It is located in Oceania, east of Papua New Guinea."
"630","Solomon Islands","10","This country is known for its traditional wood carvings and handicrafts."
"631","Tonga","1","This country is an archipelago of 171 islands, with only 45 inhabited."
"632","Tonga","2","It is the only Pacific nation never colonized."
"633","Tonga","3","It has been inhabited for around 3,000 years by Austronesian-speaking people."
"634","Tonga","4","Its capital is located on its largest island."
"635","Tonga","5","It has a population of approximately 104,889 people."
"636","Tonga","6","It is known for humpback whales migrating to its waters annually."
"637","Tonga","7","It has a rich cultural heritage with traditional dances and crafts."
"638","Tonga","8","Its economy depends on agriculture and tourism."
"639","Tonga","9","It is part of the Polynesian region, with a predominantly Polynesian population."
"640","Tonga","10","This country has a constitutional monarchy with a long royal lineage."
"641","Tuvalu","1","This country consists of nine tiny islands with a land area of 26 square kilometers."
"642","Tuvalu","2","It is one of the smallest countries in the world, both by area and population."
"643","Tuvalu","3","It is highly vulnerable to climate change and rising sea levels, posing an existential threat."
"644","Tuvalu","4","The official languages are Tuvaluan and English."
"645","Tuvalu","5","It gained independence from the United Kingdom in 1978."
"646","Tuvalu","6","Its capital is Funafuti, an atoll where most of the population resides."
"647","Tuvalu","7","It is known for its traditional fishing practices and marine resources."
"648","Tuvalu","8","It has a population of around 11,000 people."
"649","Tuvalu","9","It is located in the Pacific Ocean, north of Fiji."
"650","Tuvalu","10","This country uses the Australian dollar as its currency."
"651","Vanuatu","1","This country has a unique land diving ritual, a precursor to bungee jumping."
"652","Vanuatu","2","It is home to an active volcano that can be safely viewed up close."
"653","Vanuatu","3","It has over 113 indigenous languages, making it one of the most linguistically diverse countries."
"654","Vanuatu","4","It is known for its kava drink, a traditional beverage made from the root of a pepper plant."
"655","Vanuatu","5","It is consistently ranked as one of the happiest countries in the world."
"656","Vanuatu","6","The official languages are Bislama, English, and French."
"657","Vanuatu","7","It gained independence from France and the United Kingdom in 1980."
"658","Vanuatu","8","Its capital is Port Vila, located on Efate Island."
"659","Vanuatu","9","It is an archipelago of 83 islands in the South Pacific Ocean."
"660","Vanuatu","10","This country is a popular destination for scuba diving, with many shipwrecks and coral reefs."
"661","Denmark","1","This country is the only one with two national anthems, one for civilian use and one for royal and military occasions."
"662","Denmark","2","It has a tradition called ""hygge,"" emphasizing coziness and comfortable conviviality with friends and family."
"663","Denmark","3","It was once part of a larger kingdom that included Norway and Sweden in the Kalmar Union."
"664","Denmark","4","It has one of the oldest monarchies in Europe, dating back over 1,000 years to the Viking age."
"665","Denmark","5","It is known for its design, with companies like Bang & Olufsen and Royal Copenhagen being world-renowned."
"666","Denmark","6","The capital city has a statue of a mermaid based on a famous fairy tale by Hans Christian Andersen."
"667","Denmark","7","It hosts one of the world’s oldest amusement parks, Tivoli Gardens, opened in 1843."
"668","Denmark","8","It has a high level of bicycle use, with its capital being one of the most bike-friendly cities globally."
"669","Denmark","9","It includes two autonomous territories, Greenland and the Faroe Islands, as part of its kingdom."
"670","Denmark","10","It is located in Northern Europe, bordering Germany and connected to Sweden by a bridge."
"671","Estonia","1","This country has the highest number of meteorite craters per capita in the world."
"672","Estonia","2","Its language is one of the few in Europe not part of the Indo-European family, belonging instead to the Finnic group."
"673","Estonia","3","It was the first country to host a digital song festival, where participants sing together online."
"674","Estonia","4","It has a tradition called ""wife-carrying,"" where men carry women through an obstacle course to win prizes."
"675","Estonia","5","It is known for being the world’s first digital state, with nearly all government services available online."
"676","Estonia","6","Its capital has a well-preserved medieval old town, a UNESCO World Heritage Site."
"677","Estonia","7","It has over 2,000 islands, though only about 400 are named."
"678","Estonia","8","It is often called the ""most wired country in Europe"" due to its high-speed internet access."
"679","Estonia","9","It celebrates its independence day on February 24, marking its 1918 declaration."
"680","Estonia","10","It is located in Northern Europe, bordering Russia and Latvia."
"681","Finland","1","This country has more saunas than cars, with approximately 3 million saunas for 5.5 million people."
"682","Finland","2","It celebrates a ""National Silence Day"" to honor the importance of quietness."
"683","Finland","3","It has a tradition called ""wife-carrying,"" similar to a neighboring country’s event."
"684","Finland","4","It was part of Sweden for centuries before becoming an autonomous Grand Duchy under Russia."
"685","Finland","5","It gained independence from Russia in 1917."
"686","Finland","6","It is known for its design, with brands like Marimekko and Iittala being globally recognized."
"687","Finland","7","It hosts one of the world’s largest heavy metal music scenes per capita."
"688","Finland","8","It has a unique system of ""everyman’s rights,"" allowing access to nature regardless of land ownership."
"689","Finland","9","It is often ranked as one of the happiest countries in the world."
"690","Finland","10","It is located in Northern Europe, bordering Sweden, Norway, and Russia."
"691","Germany","1","This country has over 1,500 different types of beer, with strict purity laws."
"692","Germany","2","It is home to the world’s largest folk festival, Oktoberfest, celebrated annually in Munich."
"693","Germany","3","It has a tradition of ""Pfingstochsenrennen,"" where decorated oxen are raced through the streets."
"694","Germany","4","It has one of the world’s most extensive autobahn networks, with no general speed limit on many sections."
"695","Germany","5","It is known for its innovation in engineering and automotive industries, with brands like Mercedes-Benz."
"696","Germany","6","Its capital city was divided by a famous wall for nearly 30 years."
"697","Germany","7","It is home to the Black Forest, a large forested mountain range in the southwest."
"698","Germany","8","It has a strong tradition of classical music, with composers like Beethoven and Bach."
"699","Germany","9","It is the most populous country in the European Union."
"700","Germany","10","It is located in Central Europe, bordering nine countries."
"701","Greece","1","This country is the birthplace of democracy, originating in ancient Athens."
"702","Greece","2","It has more archaeological museums than any other country in the world."
"703","Greece","3","It is home to Mount Olympus, the highest mountain and mythical home of the gods."
"704","Greece","4","It has a unique tradition of ""plate smashing"" at celebrations, though less common now."
"705","Greece","5","It has one of the longest coastlines in Europe, with thousands of islands."
"706","Greece","6","Its capital city is one of the oldest continuously inhabited cities in the world."
"707","Greece","7","It is known for its ancient ruins, including the Parthenon and the Acropolis."
"708","Greece","8","It has a rich history of philosophy, with thinkers like Plato and Aristotle."
"709","Greece","9","It is located in Southeast Europe, at the crossroads of Europe, Asia, and Africa."
"710","Greece","10","This country is famous for its Mediterranean diet, emphasizing olive oil and fresh produce."
"711","Hungary","1","This country has the largest thermal water cave system in the world."
"712","Hungary","2","It is home to the world’s first official ""wine region,"" Tokaj, dating back to 1737."
"713","Hungary","3","It has a unique language that is not related to most European languages, belonging to the Finno-Ugric family."
"714","Hungary","4","It is known for its paprika, a spice made from dried peppers, a staple in its cuisine."
"715","Hungary","5","It has a strong tradition of classical music, with composers like Franz Liszt."
"716","Hungary","6","Its capital city is divided by a river and known for its thermal baths."
"717","Hungary","7","It is home to Lake Balaton, the largest freshwater lake in Central Europe."
"718","Hungary","8","It has a history of innovation, with inventions like the Rubik’s Cube."
"719","Hungary","9","It is a landlocked country in Central Europe."
"720","Hungary","10","This country is famous for its goulash, a hearty meat stew with vegetables."
"721","Iceland","1","This country is the only one in the world with no mosquitoes."
"722","Iceland","2","It has more volcanoes than any other country in Europe, with over 130 active and inactive volcanoes."
"723","Iceland","3","It is known for its hot springs and geothermal energy, powering most of the country."
"724","Iceland","4","It has a unique tradition of naming children based on ancient Nordic sagas."
"725","Iceland","5","It is home to the world’s oldest parliament, established in 930 AD."
"726","Iceland","6","Its capital city is the northernmost capital in the world."
"727","Iceland","7","It is famous for the Northern Lights, visible for several months of the year."
"728","Iceland","8","It has a unique culinary tradition, including fermented shark and puffin."
"729","Iceland","9","It is a Nordic island nation in the North Atlantic Ocean."
"730","Iceland","10","This country is known for its dramatic landscapes, including glaciers, geysers, and black sand beaches."
"731","Ireland","1","This country is known for its ""céad míle fáilte,"" meaning ""a hundred thousand welcomes."""
"732","Ireland","2","It is home to the world’s oldest continuously operating lighthouse, Hook Lighthouse."
"733","Ireland","3","It has a tradition of ""craic,"" meaning fun, entertainment, and good times."
"734","Ireland","4","It is known for its Guinness beer, a dark stout brewed in its capital since 1759."
"735","Ireland","5","It has a rich literary history, with writers like James Joyce and W.B. Yeats."
"736","Ireland","6","Its capital city is divided by a river and known for its Georgian architecture."
"737","Ireland","7","It is famous for its lush green landscapes, earning it the nickname ""Emerald Isle."""
"738","Ireland","8","It has a strong tradition of folk music, with many traditional instruments like the Uilleann pipes."
"739","Ireland","9","It is an island nation in the North Atlantic Ocean, west of Great Britain."
"740","Ireland","10","This country celebrates St. Patrick’s Day with parades and festivities worldwide."
"741","Italy","1","This country has more UNESCO World Heritage Sites than any other country, with over 50 sites."
"742","Italy","2","It is home to the smallest country in the world, an independent state within its capital."
"743","Italy","3","It has a unique tradition of ""passeggiata,"" a leisurely evening stroll for socializing."
"744","Italy","4","It is known for its diverse regional cuisines, with each region having its specialties."
"745","Italy","5","It is the birthplace of pizza, originating in Naples."
"746","Italy","6","Its capital city is known as the ""Eternal City"" and has ancient ruins like the Colosseum."
"747","Italy","7","It is home to Venice, a city built on canals with gondolas as a traditional mode of transport."
"748","Italy","8","It is famous for its fashion, with cities like Milan being global hubs."
"749","Italy","9","It is known for its Renaissance art, with masters like Leonardo da Vinci."
"750","Italy","10","It is located in Southern Europe, bordering France and Switzerland."
"751","Latvia","1","This country invented the world’s first mini photo camera, used by spies."
"752","Latvia","2","It claims to have set up the world’s first decorated Christmas tree in 1510."
"753","Latvia","3","It has a tradition of large birthday celebrations with gifts and parties."
"754","Latvia","4","It hosts one of the world’s largest song and dance festivals."
"755","Latvia","5","It has a high number of female models per capita."
"756","Latvia","6","Its highest point is just 312 meters above sea level."
"757","Latvia","7","It has a strong basketball tradition, with notable Olympic participation."
"758","Latvia","8","It is known for its amber, sourced from its Baltic coast."
"759","Latvia","9","It has a strong tradition of choral singing, with choirs being culturally significant."
"760","Latvia","10","It is located in Northern Europe, bordering Estonia and Lithuania."
